==16549== NVPROF is profiling process 16549, command: ./7
==16549== Warning: Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==16549== Profiling application: ./7
==16549== Profiling result:
==16549== Event result:
"Device","Kernel","Invocations","Event Name","Min","Max","Avg"
"Tesla K80 (0)","spmv_kernel(float volatile *, int volatile *, int const *, float const *, int, float*)",1,"tex0_cache_sector_queries",1354804,1354804,1354804
"Tesla K80 (0)","spmv_kernel(float volatile *, int volatile *, int const *, float const *, int, float*)",1,"tex1_cache_sector_queries",1352377,1352377,1352377
"Tesla K80 (0)","spmv_kernel(float volatile *, int volatile *, int const *, float const *, int, float*)",1,"tex2_cache_sector_queries",1355268,1355268,1355268
"Tesla K80 (0)","spmv_kernel(float volatile *, int volatile *, int const *, float const *, int, float*)",1,"tex3_cache_sector_queries",1357783,1357783,1357783
"Tesla K80 (0)","spmv_kernel(float volatile *, int volatile *, int const *, float const *, int, float*)",1,"tex0_cache_sector_misses",1243717,1243717,1243717
"Tesla K80 (0)","spmv_kernel(float volatile *, int volatile *, int const *, float const *, int, float*)",1,"tex1_cache_sector_misses",1239707,1239707,1239707
"Tesla K80 (0)","spmv_kernel(float volatile *, int volatile *, int const *, float const *, int, float*)",1,"tex2_cache_sector_misses",1232546,1232546,1232546
"Tesla K80 (0)","spmv_kernel(float volatile *, int volatile *, int const *, float const *, int, float*)",1,"tex3_cache_sector_misses",1231673,1231673,1231673
"Tesla K80 (0)","spmv_kernel(float volatile *, int volatile *, int const *, float const *, int, float*)",1,"fb_subp0_read_sectors",1090827,1090827,1090827
"Tesla K80 (0)","spmv_kernel(float volatile *, int volatile *, int const *, float const *, int, float*)",1,"fb_subp1_read_sectors",1089654,1089654,1089654
"Tesla K80 (0)","spmv_kernel(float volatile *, int volatile *, int const *, float const *, int, float*)",1,"fb_subp0_write_sectors",1360,1360,1360
"Tesla K80 (0)","spmv_kernel(float volatile *, int volatile *, int const *, float const *, int, float*)",1,"fb_subp1_write_sectors",1349,1349,1349
"Tesla K80 (0)","spmv_kernel(float volatile *, int volatile *, int const *, float const *, int, float*)",1,"l2_subp0_write_sector_misses",528,528,528
